,artist,number,title,year
1840,Walter Egan,40,Magnet and Steel,1978
1841,Randy Newman,41,Short People,1978
1842,The O'Jays,42,Use ta Be My Girl,1978
1843,Natalie Cole,43,Our Love,1978
1844,Pablo Cruise,44,Love Will Find a Way,1978
1845,Andy Gibb,45,An Everlasting Love,1978
1846,John Paul Young,46,Love Is in the Air,1978
1847,David Gates,47,Goodbye Girl,1978
1848,Paul Simon,48,Slip Slidin' Away,1978
1849,Heatwave,49,The Groove Line,1978
1850,Jay Ferguson,50,Thunder Island,1978
1851,Atlanta Rhythm Section,51,Imaginary Lover,1978
1852,Bob Seger & The Silver Bullet Band,52,Still the Same,1978
1853,Toby Beau,53,My Angel Baby,1978
1854,The Trammps,54,Disco Inferno,1978
1855,George Benson,55,On Broadway,1978
1856,Styx,56,Come Sail Away,1978
1857,L.T.D.,57,(Every Time I Turn Around) Back in Love Again,1978
1858,Player,58,This Time I'm in It for Love,1978
1859,Carly Simon,59,You Belong to Me,1978
1860,Dolly Parton,60,Here You Come Again,1978
1861,Linda Ronstadt,61,Blue Bayou,1978
1862,Steely Dan,62,Peg,1978
1863,Anne Murray,63,You Needed Me,1978
1864,"Evelyn ""Champagne"" King",64,Shame,1978
1865,Little River Band,65,Reminiscing,1978
1866,Jefferson Starship,66,Count On Me,1978
1867,Eddie Money,67,Baby Hold On,1978
1868,Shaun Cassidy,68,Hey Deanie,1978
1869,John Travolta & Olivia Newton-John,69,Summer Nights,1978
1870,Lynyrd Skynyrd,70,What's Your Name,1978
1871,Crystal Gayle,71,Don't It Make My Brown Eyes Blue,1978
1872,Patti Smith Group,72,Because the Night,1978
1873,Robert Palmer,73,Every Kinda People,1978
1874,Barry Manilow,74,Copacabana,1978
1875,Heatwave,75,Always and Forever,1978
1876,Rick James,76,You and I,1978
1877,"Earth, Wind & Fire",77,Serpentine Fire,1978
1878,Bob Welch,78,Sentimental Lady,1978
1879,LeBlanc & Carr,79,Falling,1978
1880,Santa Esmeralda,80,Don't Let Me Be Misunderstood,1978
1881,Michael Johnson,81,Bluer Than Blue,1978
1882,Jackson Browne,82,Running on Empty,1978
1883,Kenny Loggins & Stevie Nicks,83,Whenever I Call You 'Friend',1978
1884,Chris Rea,84,Fool (If You Think It's Over),1978
1885,Foxy,85,Get Off,1978
1886,Electric Light Orchestra,86,Sweet Talkin' Woman,1978
1887,Joe Walsh,87,Life's Been Good,1978
1888,Alicia Bridges,88,I Love the Nightlife,1978
1889,High Inergy,89,You Can't Turn Me Off (In The Middle Of Turning Me On),1978
1890,Linda Ronstadt,90,It's So Easy,1978
1891,Odyssey,91,Native New Yorker,1978
1892,Parliament,92,Flash Light,1978
1893,Boston,93,Don't Look Back,1978
1894,Electric Light Orchestra,94,Turn to Stone,1978
1895,Eruption,95,I Can't Stand the Rain,1978
1896,Bob Welch,96,Ebony Eyes,1978
1897,ABBA,97,The Name of the Game,1978
1898,Rita Coolidge,98,We're All Alone,1978
1899,Bob Seger & The Silver Bullet Band,99,Hollywood Nights,1978
1900,Steely Dan,100,Deacon Blues,1978
1901,The Knack,1,My Sharona,1979
1902,Donna Summer,2,Bad Girls,1979
1903,Chic,3,Le Freak,1979
1904,Rod Stewart,4,Da Ya Think I'm Sexy?,1979
1905,Peaches & Herb,5,Reunited,1979
1906,Gloria Gaynor,6,I Will Survive,1979
1907,Donna Summer,7,Hot Stuff,1979
1908,Village People,8,Y.M.C.A.,1979
1909,Anita Ward,9,Ring My Bell,1979
1910,Robert John,10,Sad Eyes,1979
1911,Bee Gees,11,Too Much Heaven,1979
1912,Donna Summer,12,MacArthur Park,1979
1913,Dr. Hook,13,When You're in Love with a Beautiful Woman,1979
1914,David Naughton,14,Makin' It,1979
1915,The Pointer Sisters,15,Fire,1979
1916,Bee Gees,16,Tragedy,1979
1917,Olivia Newton-John,17,A Little More Love,1979
1918,Blondie,18,Heart of Glass,1979
1919,The Doobie Brothers,19,What a Fool Believes,1979
1920,Chic,20,Good Times,1979
1921,Neil Diamond & Barbra Streisand,21,You Don't Bring Me Flowers,1979
1922,Amii Stewart,22,Knock on Wood,1979
1923,Suzi Quatro & Chris Norman,23,Stumblin' In,1979
1924,Maxine Nightingale,24,Lead Me On,1979
1925,The Jacksons,25,Shake Your Body (Down to the Ground),1979
1926,Melissa Manchester,26,Don't Cry Out Loud,1979
1927,Supertramp,27,The Logical Song,1979
1928,Billy Joel,28,My Life,1979
1929,Randy VanWarmer,29,Just When I Needed You Most,1979
1930,Raydio,30,You Can't Change That,1979
1931,Peaches & Herb,31,Shake Your Groove Thing,1979
1932,Dionne Warwick,32,I'll Never Love This Way Again,1979
1933,Bee Gees,33,Love You Inside Out,1979
1934,Cheap Trick,34,I Want You to Want Me,1979
1935,Barbra Streisand,35,The Main Event/Fight,1979
1936,Elton John,36,Mama Can't Buy You Love,1979
1937,Leif Garrett,37,I Was Made for Dancin',1979
1938,"Earth, Wind & Fire",38,After the Love Has Gone,1979
1939,Donna Summer and Brooklyn Dreams,39,Heaven Knows,1979
1940,Kenny Rogers,40,The Gambler,1979
1941,Nicolette Larson,41,Lotta Love,1979
1942,Little River Band,42,Lady,1979
1943,Bonnie Pointer,43,Heaven Must Have Sent You,1979
1944,Toto,44,Hold the Line,1979
1945,Sister Sledge,45,He's the Greatest Dancer,1979
1946,Dr. Hook & The Medicine Show,46,Sharing the Night Together,1979
1947,Kenny Rogers,47,She Believes in Me,1979
1948,Village People,48,In the Navy,1979
1949,Frank Mills,49,Music Box Dancer,1979
1950,The Charlie Daniels Band,50,The Devil Went Down to Georgia,1979
1951,John Stewart,51,Gold,1979
1952,Wings,52,Goodnight Tonight,1979
1953,Sister Sledge,53,We Are Family,1979
1954,Bad Company,54,Rock 'n' Roll Fantasy,1979
1955,Hot Chocolate,55,Every 1's a Winner,1979
1956,Cher,56,Take Me Home,1979
1957,"Earth, Wind & Fire & The Emotions",57,Boogie Wonderland,1979
1958,Andy Gibb,58,(Our Love) Don't Throw It All Away,1979
1959,Bobby Caldwell,59,What You Won't Do for Love,1979
1960,Ace Frehley,60,New York Groove,1979
1961,Dire Straits,61,Sultans of Swing,1979
1962,Chic,62,I Want Your Love,1979
1963,Rickie Lee Jones,63,Chuck E.'s In Love,1979
1964,Alicia Bridges,64,I Love the Nightlife,1979
1965,McFadden & Whitehead,65,Ain't No Stoppin' Us Now,1979
1966,Little River Band,66,Lonesome Loser,1979
1967,Styx,67,Renegade,1979
1968,England Dan & John Ford Coley,68,Love Is the Answer,1979
1969,Cheryl Lynn,69,Got to Be Real,1979
1970,Patrick Hernandez,70,Born to Be Alive,1979
1971,Electric Light Orchestra,71,Shine a Little Love,1979
1972,Anne Murray,72,I Just Fall in Love Again,1979
1973,Ian Matthews,73,Shake It,1979
1974,KISS,74,I Was Made for Lovin' You,1979
1975,Gino Vannelli,75,I Just Wanna Stop,1979
1976,GQ,76,Disco Nights (Rock-Freak),1979
1977,Linda Ronstadt,77,Ooo Baby Baby,1979
1978,"Earth, Wind & Fire",78,September,1979
1979,Al Stewart,79,Time Passages,1979
1980,Herb Alpert,80,Rise,1979
1981,Electric Light Orchestra,81,Don't Bring Me Down,1979
1982,Eric Clapton,82,Promises,1979
1983,Roger Voudouris,83,Get Used to It,1979
1984,Ambrosia,84,How Much I Feel,1979
1985,Eddie Rabbitt,85,Suspicions,1979
1986,Rex Smith,86,You Take My Breath Away,1979
1987,Alice Cooper,87,How You Gonna See Me Now,1979
1988,Foreigner,88,Double Vision,1979
1989,The Babys,89,Everytime I Think of You,1979
1990,Instant Funk,90,I Got My Mind Made Up (You Can Get It Girl),1979
1991,Michael Jackson,91,Don't Stop 'til You Get Enough,1979
1992,Robert Palmer,92,"Bad Case of Loving You (Doctor, Doctor)",1979
1993,Barry Manilow,93,Somewhere in the Night,1979
1994,Bob Seger & The Silver Bullet Band,94,We've Got Tonight,1979
1995,Van Halen,95,Dance the Night Away,1979
1996,Nigel Olsson,96,Dancin' Shoes,1979
1997,Diana Ross,97,The Boss,1979
1998,Commodores,98,Sail On,1979
1999,GQ,99,I Do Love You,1979
2000,Firefall,100,Strange Way,1979
2001,Blondie,1,Call Me,1980
2002,Pink Floyd,2,"Another Brick in the Wall, Part II",1980
2003,Olivia Newton-John,3,Magic,1980
2004,Michael Jackson,4,Rock with You,1980
2005,Captain & Tennille,5,Do That to Me One More Time,1980
2006,Queen,6,Crazy Little Thing Called Love,1980
2007,Paul McCartney,7,Coming Up,1980
2008,Lipps Inc,8,Funkytown,1980
2009,Billy Joel,9,It's Still Rock and Roll to Me,1980
2010,Bette Midler,10,The Rose,1980
2011,Rupert Holmes,11,Escape (The Piña Colada song),1980
2012,Gary Numan,12,Cars,1980
2013,Smokey Robinson,13,Cruisin,1980
2014,The Spinners,14,"Working My Way Back to You/Forgive Me, Girl",1980
2015,Air Supply,15,Lost in Love,1980
2016,Elton John,16,Little Jeannie,1980
2017,Christopher Cross,17,Ride Like the Wind,1980
2018,Diana Ross,18,Upside Down,1980
2019,KC and the Sunshine Band,19,Please Don't Go,1980
2020,Styx,20,Babe,1980
2021,Billy Preston and Syreeta,21,With You I'm Born Again,1980
2022,The Manhattans,22,Shining Star,1980
2023,Commodores,23,Still,1980
2024,Teri DeSario & KC,24,"Yes, I'm Ready",1980
2025,Dr. Hook,25,Sexy Eyes,1980
2026,Robbie Dupree,26,Steal Away,1980
2027,Ambrosia,27,Biggest Part of Me,1980
2028,Kenny Loggins,28,This Is It,1980
2029,The Spinners,29,Cupid/I've Loved You for a Long Time,1980
2030,Jermaine Jackson,30,Let's Get Serious,1980
2031,Kenny Rogers & Kim Carnes,31,Don't Fall in Love with a Dreamer,1980
2032,Christopher Cross,32,Sailing,1980
2033,Dan Fogelberg,33,Longer,1980
2034,Kenny Rogers,34,Coward of the County,1980
2035,Kool & the Gang,35,Ladies' Night,1980
2036,Kool & the Gang,36,Too Hot,1980
2037,The SOS Band,37,Take Your Time (Do It Right),1980
2038,Barbra Streisand & Donna Summer,38,No More Tears (Enough Is Enough),1980
2039,Kim Carnes,39,More Love,1980
2040,M,40,Pop Muzik,1980
2041,The Pretenders,41,Brass in Pocket,1980
2042,"Ray, Goodman & Brown",42,Special Lady,1980
2043,Stevie Wonder,43,Send One Your Love,1980
2044,Shalamar,44,The Second Time Around,1980
2045,Cliff Richard,45,We Don't Talk Anymore,1980
2046,The Brothers Johnson,46,Stomp!,1980
2047,Eagles,47,Heartache Tonight,1980
2048,Rocky Burnette,48,Tired of Toein' the Line,1980
2049,Dr. Hook,49,Better Love Next Time,1980
2050,Rupert Holmes,50,Him,1980
2051,Bob Seger and the Silver Bullet Band,51,Against the Wind,1980
2052,Donna Summer,52,On the Radio,1980
2053,The Rolling Stones,53,Emotional Rescue,1980
2054,Herb Alpert,54,Rise,1980
2055,Air Supply,55,All Out of Love,1980
2056,Little River Band,56,Cool Change,1980
2057,J.D. Souther,57,You're Only Lonely,1980
2058,Andy Gibb,58,Desire,1980
2059,Pete Townshend,59,Let My Love Open the Door,1980
2060,Steve Forbert,60,Romeo's Tune,1980
2061,Anne Murray,61,Daydream Believer,1980
2062,Eagles,62,I Can't Tell You Why,1980
2063,Isaac Hayes,63,Don't Let Go,1980
2064,Tom Petty and the Heartbreakers,64,Don't Do Me Like That,1980
2065,Michael Jackson,65,She's Out of My Life,1980
2066,Irene Cara,66,Fame,1980
2067,Bob Seger and the Silver Bullet Band,67,Fire Lake,1980
2068,Linda Ronstadt,68,How Do I Make You,1980
2069,Benny Mardones,69,Into the Night,1980
2070,Pure Prairie League,70,Let Me Love You Tonight,1980
2071,Genesis,71,Misunderstanding,1980
2072,The Dirt Band,72,An American Dream,1980
2073,Carole King,73,One Fine Day,1980
2074,Donna Summer,74,Dim All the Lights,1980
2075,Billy Joel,75,You May Be Right,1980
2076,Neil & Dara Sedaka,76,Should've Never Let You Go,1980
2077,Charlie Dore,77,Pilot of the Airwaves,1980
2078,Linda Ronstadt,78,Hurt So Bad,1980
2079,Michael Jackson,79,Off the Wall,1980
2080,Peaches & Herb,80,I Pledge My Love,1980
2081,Eagles,81,The Long Run,1980
2082,Mickey Gilley,82,Stand by Me,1980
2083,Pat Benatar,83,Heartbreaker,1980
2084,Dionne Warwick,84,Déjà Vu,1980
2085,Eddie Rabbitt,85,Drivin' My Life Away,1980
2086,Supertramp,86,Take the Long Way Home,1980
2087,Fleetwood Mac,87,Sara,1980
2088,Hall & Oates,88,Wait for Me,1980
2089,Boz Scaggs,89,Jojo,1980
2090,Neil Diamond,90,September Morn,1980
2091,George Benson,91,Give Me the Night,1980
2092,Anne Murray,92,Broken Hearted Me,1980
2093,Kenny Rogers,93,You Decorated My Life,1980
2094,Fleetwood Mac,94,Tusk,1980
2095,Prince,95,I Wanna Be Your Lover,1980
2096,Charlie Daniels Band,96,In America,1980
2097,Boz Scaggs,97,Breakdown Dead Ahead,1980
2098,Barry Manilow,98,Ships,1980
2099,Joe Walsh,99,All Night Long,1980
2100,Tom Petty and the Heartbreakers,100,Refugee,1980
2101,Kim Carnes,1,Bette Davis Eyes,1981
2102,Diana Ross & Lionel Richie,2,Endless Love,1981
2103,Kenny Rogers,3,Lady,1981
2104,John Lennon,4,(Just Like) Starting Over,1981
2105,Rick Springfield,5,Jessie's Girl,1981
2106,Kool & the Gang,6,Celebration,1981
2107,Hall & Oates,7,Kiss on My List,1981
2108,Eddie Rabbitt,8,I Love a Rainy Night,1981
2109,Dolly Parton,9,9 to 5,1981
2110,REO Speedwagon,10,Keep on Loving You,1981
2111,Joey Scarbury,11,Theme from The Greatest American Hero (Believe It or Not),1981
2112,Sheena Easton,12,Morning Train (Nine to Five),1981
2113,Smokey Robinson,13,Being with You,1981
2114,Juice Newton,14,Queen of Hearts,1981
2115,Blondie,15,Rapture,1981
2116,Raydio,16,A Woman Needs Love (Just Like You Do),1981
2117,Blondie,17,The Tide Is High,1981
2118,"Grover Washington, Jr. & Bill Withers",18,Just the Two of Us,1981
2119,The Pointer Sisters,19,Slow Hand,1981
2120,Climax Blues Band,20,I Love You,1981
2121,John Lennon,21,Woman,1981
2122,A Taste of Honey,22,Sukiyaki,1981
2123,ABBA,23,The Winner Takes It All,1981
2124,Stars on 45,24,Stars on 45 Medley,1981
2125,Juice Newton,25,Angel of the Morning,1981
2126,Neil Diamond,26,Love on the Rocks,1981
2127,Air Supply,27,Every Woman in the World,1981
2128,Air Supply,28,The One That You Love,1981
2129,Barbra Streisand & Barry Gibb,29,Guilty,1981
2130,Styx,30,The Best of Times,1981
2131,The Oak Ridge Boys,31,Elvira,1981
2132,REO Speedwagon,32,Take It on the Run,1981
2133,Ronnie Milsap,33,(There's) No Gettin' Over Me,1981
2134,Gino Vannelli,34,Living Inside Myself,1981
2135,Barbra Streisand,35,Woman in Love,1981
2136,The Manhattan Transfer,36,The Boy from New York City,1981
2137,Foreigner,37,Urgent,1981
2138,Rod Stewart,38,Passion,1981
2139,Commodores,39,Lady (You Bring Me Up),1981
2140,Don McLean,40,Crying,1981
2141,Marty Balin,41,Hearts,1981
2142,Diana Ross,42,It's My Turn,1981
2143,Hall & Oates,43,You Make My Dreams,1981
2144,Kenny Rogers,44,I Don't Need You,1981
2145,Champaign,45,How 'Bout Us,1981
2146,Pat Benatar,46,Hit Me with Your Best Shot,1981
2147,The Greg Kihn Band,47,The Breakup Song (They Don't Write 'Em),1981
2148,Alan Parsons Project,48,Time,1981
2149,Bruce Springsteen,49,Hungry Heart,1981
2150,Franke and the Knockouts,50,Sweetheart,1981
2151,Terri Gibbs,51,Somebody's Knockin',1981
2152,Leo Sayer,52,More Than I Can Say,1981
2153,Tierra,53,Together,1981
2154,Styx,54,Too Much Time on My Hands,1981
2155,Dottie West & Kenny Rogers,55,What Are We Doin' in Love,1981
2156,Journey,56,Who's Crying Now,1981
2157,The Police,57,"De Do Do Do, De Da Da Da",1981
2158,Gary U.S. Bonds,58,This Little Girl,1981
2159,Stevie Nicks & Tom Petty,59,Stop Draggin' My Heart Around,1981
2160,Delbert McClinton,60,Giving It Up for Your Love,1981
2161,Cliff Richard,61,A Little in Love,1981
2162,Neil Diamond,62,America,1981
2163,John Cougar,63,Ain't Even Done With The Night,1981
2164,Christopher Cross,64,Arthur's Theme (Best That You Can Do),1981
2165,Queen,65,Another One Bites the Dust,1981
2166,The Alan Parsons Project,66,Games People Play,1981
2167,Eric Clapton,67,I Can't Stand It,1981
2168,Steve Winwood,68,While You See a Chance,1981
2169,Stevie Wonder,69,Master Blaster (Jammin'),1981
2170,Neil Diamond,70,Hello Again,1981
2171,The Police,71,Don't Stand So Close to Me,1981
2172,Steely Dan,72,Hey Nineteen,1981
2173,Stevie Wonder,73,I Ain't Gonna Stand for It,1981
2174,George Harrison,74,All Those Years Ago,1981
2175,Eddie Rabbitt,75,Step By Step,1981
2176,Billy Squier,76,The Stroke,1981
2177,Alabama,77,Feels So Right,1981
2178,George Duke & Stanley Clarke,78,Sweet Baby,1981
2179,Dan Fogelberg,79,Same Old Lang Syne,1981
2180,Pablo Cruise,80,Cool Love,1981
2181,Electric Light Orchestra,81,Hold On Tight,1981
2182,John Schneider,82,It's Now or Never,1981
2183,Pat Benatar,83,Treat Me Right,1981
2184,Santana,84,Winning,1981
2185,Barbra Streisand & Barry Gibb,85,What Kind of Fool,1981
2186,John Lennon,86,Watching the Wheels,1981
2187,Heart,87,Tell It Like It Is,1981
2188,Ronnie Milsap,88,Smoky Mountain Rain,1981
2189,Barry Manilow,89,I Made It Through the Rain,1981
2190,Hall & Oates,90,You've Lost That Lovin' Feelin',1981
2191,Olivia Newton-John & Cliff Richard,91,Suddenly,1981
2192,Sheena Easton,92,For Your Eyes Only,1981
2193,The Beach Boys,93,The Beach Boys Medley,1981
2194,Devo,94,Whip It,1981
2195,Sheena Easton,95,Modern Girl,1981
2196,Gary Wright,96,Really Wanna Know You,1981
2197,Rosanne Cash,97,Seven Year Ache,1981
2198,Diana Ross,98,I'm Coming Out,1981
2199,Boz Scaggs,99,Miss Sun,1981
2200,Andy Gibb,100,Time Is Time,1981
2201,Olivia Newton-John,1,Physical,1982
2202,Survivor,2,Eye of the Tiger,1982
2203,Joan Jett & The Blackhearts,3,I Love Rock 'n Roll,1982
2204,Paul McCartney and Stevie Wonder,4,Ebony and Ivory,1982
2205,The J. Geils Band,5,Centerfold,1982
2206,The Human League,6,Don't You Want Me,1982
2207,John Cougar,7,Jack & Diane,1982
2208,John Cougar,8,Hurts So Good,1982
2209,Steve Miller Band,9,Abracadabra,1982
2210,Chicago,10,Hard to Say I'm Sorry,1982
2211,Soft Cell,11,Tainted Love,1982
2212,Vangelis,12,Chariots of Fire,1982
2213,Quarterflash,13,Harden My Heart,1982
2214,Toto,14,Rosanna,1982
2215,Hall & Oates,15,I Can't Go for That (No Can Do),1982
2216,Tommy Tutone,16,867-5309/Jenny,1982
2217,Bertie Higgins,17,Key Largo,1982
2218,Melissa Manchester,18,You Should Hear How She Talks About You,1982
2219,Foreigner,19,Waiting for a Girl Like You,1982
2220,Rick Springfield,20,Don't Talk to Strangers,1982
2221,Juice Newton,21,The Sweetest Thing (I've Ever Known),1982
2222,Willie Nelson,22,Always on My Mind,1982
2223,The Cars,23,Shake It Up,1982
2224,Dazz Band,24,Let It Whip,1982
2225,The Go-Go's,25,We Got the Beat,1982
2226,Ray Parker Jr.,26,The Other Woman,1982
2227,George Benson,27,Turn Your Love Around,1982
2228,Air Supply,28,Sweet Dreams,1982
2229,The Motels,29,Only the Lonely,1982
2230,Men at Work,30,Who Can It Be Now?,1982
2231,Fleetwood Mac,31,Hold Me,1982
2232,The Alan Parsons Project,32,Eye in the Sky,1982
2233,"Earth, Wind & Fire",33,Let's Groove,1982
2234,Journey,34,Open Arms,1982
2235,Dan Fogelberg,35,Leader of the Band,1982
2236,Stevie Nicks and Don Henley,36,Leather and Lace,1982
2237,Air Supply,37,Even the Nights Are Better,1982
2238,Charlene,38,I've Never Been to Me,1982
2239,Paul Davis,39,'65 Love Affair,1982
2240,Asia,40,Heat of the Moment,1982
2241,Little River Band,41,Take It Easy on Me,1982
2242,Buckner & Garcia,42,Pac-Man Fever,1982
2243,Stevie Wonder,43,That Girl,1982
2244,Hall & Oates,44,Private Eyes,1982
2245,Lindsey Buckingham,45,Trouble,1982
2246,Roberta Flack,46,Making Love,1982
2247,Juice Newton,47,Love's Been a Little Bit Hard on Me,1982
2248,Rod Stewart,48,Young Turks,1982
2249,The J. Geils Band,49,Freeze-Frame,1982
2250,REO Speedwagon,50,Keep the Fire Burnin',1982
2251,Huey Lewis and the News,51,Do You Believe in Love,1982
2252,Paul Davis,52,Cool Night,1982
2253,.38 Special,53,Caught Up In You,1982
2254,Diana Ross,54,Why Do Fools Fall In Love?,1982
2255,Alabama,55,Love in the First Degree,1982
2256,Royal Philharmonic Orchestra,56,Hooked On Classics,1982
2257,"Crosby, Stills & Nash",57,Wasted on the Way,1982
2258,Eddie Money,58,Think I'm in Love,1982
2259,Donna Summer,59,Love Is in Control (Finger on the Trigger),1982
2260,Karla Bonoff,60,Personally,1982
2261,Quincy Jones featuring James Ingram,61,One Hundred Ways,1982
2262,Elton John,62,Blue Eyes,1982
2263,The Go-Go's,63,Our Lips Are Sealed,1982
2264,Sheena Easton,64,You Could Have Been with Me,1982
2265,America,65,You Can Do Magic,1982
2266,Hall & Oates,66,Did It in a Minute,1982
2267,A Flock of Seagulls,67,I Ran (So Far Away),1982
2268,Jackson Browne,68,Somebody's Baby,1982
2269,Commodores,69,Oh No,1982
2270,Paul McCartney,70,Take It Away,1982
2271,Deniece Williams,71,It's Gonna Take a Miracle,1982
2272,Kenny Rogers,72,Love Will Turn You Around,1982
2273,Journey,73,Don't Stop Believin',1982
2274,Barbra Streisand,74,Comin' In and Out of Your Life,1982
2275,Laura Branigan,75,Gloria,1982
2276,Elton John,76,Empty Garden (Hey Hey Johnny),1982
2277,Neil Diamond,77,Yesterday's Songs,1982
2278,Joan Jett & The Blackhearts,78,Crimson and Clover,1982
2279,The Police,79,Every Little Thing She Does Is Magic,1982
2280,Air Supply,80,Here I Am,1982
2281,Michael McDonald,81,I Keep Forgettin' (Every Time You're Near),1982
2282,Kool & the Gang,82,Get Down on It,1982
2283,Ronnie Milsap,83,Any Day Now,1982
2284,Olivia Newton-John,84,Make a Move on Me,1982
